Review,Price,Shipping,Outlook,Quality,Size,Shop_Service,General,Others
Giày khá ok,-1,-1,-1,-1,-1,-1,1,-1
Giày đẹp đế cao mn nên mua nhé mk thấy rất ưng ý lươn ớ cute siểu,-1,-1,1,-1,-1,-1,-1,-1
Giày đẹp  Giày dính 1 chút bẩn nhưng k sao  Nên mua nha mn mình đi đúng size k biết có bị kích chân không Hộp giày hơi móp 1 xíu,-1,-1,1,-1,-1,2,-1,-1
"Đẹp lắm nha, đi rất êm chân , blaaaaaaaaaaaaaaaaaaaaaaaaaa",-1,-1,1,1,-1,-1,-1,-1
Giày hơi rộng sơ vs size bình thường mình hay đi shop thân thiện giao hàng nhanh chóng,-1,1,-1,-1,0,1,-1,-1
"Hàng đẹp, bền, da xịn. Đóng góp cẩn thận, an toàn và giao hàng nhanh chóng",-1,1,1,1,-1,1,-1,-1
Hàng đẹp chất lượng k có gì để chê,-1,-1,1,1,-1,-1,-1,-1
"size giày chuẩn đi rất êm , màu sắc với hình đẹp , rất nên mua nha không làm mn thất vọng đâu",-1,-1,1,1,1,-1,-1,-1
Giày đẹp tui tăng size để mang cho rộng mà ai ngờ nó rộng quá trời luôn mn mua đúng size là ok á,-1,-1,1,-1,0,-1,-1,-1
Giày đẹp có box temp bill đàng hoàng giao hàng khá nhanh đi khá êm chân chuẩn suze nha,-1,1,1,1,1,-1,-1,-1
"San pham rat nong mùi , cần bỏ ra ngoài hoặc giặt, form hơi ngắn",-1,-1,0,-1,-1,-1,-1,-1
hôi mùi keo thui,-1,-1,-1,-1,-1,-1,-1,2
Sản phẩm rất đẹp và ok ạ sẽ quay lại và ủng hộ shop,-1,-1,1,-1,-1,-1,-1,-1
Ko cho đổi trả hàng,-1,-1,-1,-1,-1,0,-1,-1
"Sản phẩm đẹp so về giá khá ưng ý,đúng mô tả,shop giao hàng khá nhanh.",-1,1,1,-1,-1,-1,-1,-1
"Shop giao hàng đầy đủ, đồ tốt anh ship nhiệt tình vui vẻ nhanh, 5 saooo luôn nhé ạ, okk lắm",-1,1,-1,-1,-1,1,-1,-1
"Giày tưởng ko độn,  mà độn ko tưởng.  Độn 4cm,  phù hợp đi chơi,  ko hợp mang đi thường xuyên,  khá nóng. 9/10 nha.",-1,-1,-1,-1,-1,-1,1,-1
"Hàng rất OK , màu đẹp.  Vừa mang , hình ảnh mang tính chất minh họa 🥲",-1,-1,1,-1,-1,-1,1,-1
"Sản phẩm mẫu mã đẹp, kiểu dáng thanh lịch,đóng gói cẩn thận",-1,-1,1,-1,-1,1,-1,-1
Mang rất thoải mái lun í nó dịuuuuu,-1,-1,-1,1,-1,-1,-1,-1
"Giày đẹp giống mô tả lên dánh đẹp , định đặt để 14/2 đi chơi mà lâu quá trờ quá đất không gửi yêu câu đốc thúc giao hàng chắc còn lâu mới có quá hơn 20 ngày . Nhưng việc nào ra việc ấy , giày đẹp đáng vs số tiền mình bỏ ra nhưng mà giao hàng thì quá là lâu.",-1,0,1,-1,-1,-1,-1,-1
Quần mắt của anh mà em đã đổi tên luôn là người ta có điểm thì có sao đâu mà có lẽ,-1,-1,-1,-1,-1,-1,-1,2
"Shop đóng gói cẩn thận,hàng được chuẩn bị và giao rất nhanh.Sản phẩm giống mô tả,giá của shop khá tốt,thêm mã hoàn xu là ngon.chất lượng nhìn khá ổn Thanks shop",1,1,-1,2,-1,1,-1,-1
"Chất lượng gia công tạm ổn, hợp lý trong tầm 160k",2,-1,-1,2,-1,-1,-1,-1
Hàng cũng oke so với giá tiền vậy là được rồi nhưng dây giày hơi ngắn:))))),-1,-1,-1,-1,-1,-1,2,-1
Hình ảnh chỉ mang tính chất minh họa để nhận. xu ..,-1,-1,-1,-1,-1,-1,-1,2
Mình mua lần đầu tiên rõ ưng đóng gói cẩn thận. Mua lần thứ hai hơi thất vọng nhẹ. Hộp bị móp méo ko đc đóng trong họp giấy như lần đầu đề nghị shop cải thiện lại. Còn về giày thì ok 👌,-1,-1,-1,-1,-1,2,2,-1
"Giày k hề giống hình. Chất da bóng lên nhìn cực kỳ xấu, đi cứng chân",-1,-1,0,0,-1,0,-1,-1
Giày siêu đeph luôn ý . Đóng gói ok về k bị mất from shop tư vấn nhiệt tình nói chung 10đ nhaaa mn nên mua,-1,-1,1,-1,-1,1,-1,-1
"Quá tuyệt vời, perfect 💯",-1,-1,-1,-1,-1,-1,1,-1
"Chưa dùng nhưng nhìn đẹp,đóng gói ko dc chắc chắn,  shipper nhiệt tình",-1,1,1,-1,-1,0,-1,-1
Thực sự là mình tham chân 39/40 đặc 41về hơi rộng một tí như hàng mẫu mã vẫn đẹp ok giao hàng nhanh  . hình ảnh chỉ mang tính chất nhận xu,-1,1,1,-1,0,-1,-1,-1
Kệ tốt nha cả nhà Mua về đựng được nhiều đồ ạ Nên mua về vì có tính ứng dụng cao nha,-1,-1,-1,-1,-1,-1,-1,2
Hàng gia nhanh đánh hói chắc chắn dep chưa sue dubg nhưbg chưa dùng nên ko biét,-1,-1,-1,-1,-1,-1,-1,2
"🎄🎄🎄Ding dong ding dong!!!!!🎄🎄🎄 🎄🎄🎄 Noel Bạc Liêu 🎄🎄🎄 🎄🎄🎄 Noel Sóc Trăng🎄🎄🎄 Một mùa Noel mới lại về bên LEO Coffee House. Năm nay 2 chi nhánh bọn mình đều cố gắng hoàn thành sớm để các bạn có nhiều thời gian hơn bên LEO. Tone vàng dịu dàng ở Bạc Liêu; Tone đỏ rực rỡ ở Sóc Trăng, tóm lại không má nào chịu thua má nào. Nhưng túm lại má nào cũng xinh lung linh hết á hihi. Hy vọng các thượng đế sẽ có những khoảnh khắc tuyệt vời tại LEO Coffee House. Lời kết: 🎄Giáng sinh là mùa để chúng ta nghỉ ngơi và tận hưởng những điều đơn giản làm cho cuộc sống trở nên tươi đẹp. Có thể đối với bạn đó sẽ là những kỷ niệm tuyệt vời, vĩnh viễn chạm vào trái tim của bạn trong những ngày cuối năm này. LEO chúc bạn thật nhiều niềm vui trong mùa này và tất cả mọi điều tốt lành trong năm mới 🎄. ————— #Leocoffeehouse #Cà_phê_Bạc_Liêu  #Cà_phê_Sóc_Trăng #Noel_Bạc_Liêu #Noel_Sóc_Trăng ————— Leo coffee house Open daily: 7am - 10pm 📍Bạc Liêu: đường Ninh Bình, phường 2, TP Bạc Liêu ☎️0941123853 (Cặp khu vui chơi Doraemon, đối diện bác sĩ Mỹ Khánh) 📍Sóc Trăng: 270 Trần Hưng Đạo, phường 2, TP Sóc Trăng ☎️0833898973 (Xéo khách sạn Thiên Ân) Hotline☎️: ‭0988576630 - 0869757306 —————",-1,-1,-1,-1,-1,-1,-1,2
"Giày đi êm chân Mừng khai trương, Sale Sập Sàn chỉ với #250k bạn đã có cơ hội trải nghiệm Combo 6 dịch vụ tại một trong những salon lớn tại TP HCM =&gt; Sale off 50% làm tóc chỉ với #250k - Tặng 1 Chai serum dưỡng tóc trị giá 500k - Giảm 5-10% Cho nhóm bạn đi từ 2 người - Giảm thêm 5% khi khách hàng đặt lịch trước qua fanpage HOTLINE Phản Ánh Dịch Vụ: 0963989751 ADD: 108 ung văn khiêm, Phường 25, Bình Thạnh",-1,-1,-1,1,-1,-1,-1,-1
"Video mang tính chất nhận xu. Shop đóng hàng đẹp, cẩn thận. Mình đi giày size 36, nhưng mua 37 đi vừa, giày êm, giống mô tả, ko bị chỉ thừa.",-1,-1,1,1,1,1,-1,-1
105874476834 vietinbank Nguyễn Thế Huy 82k,-1,-1,-1,-1,-1,-1,-1,2
Giày đẹp cứng phom mình đi hơi rộng nhưng đáng tiền nhé nên mua,-1,-1,1,-1,-1,2,1,-1
Săn sale được 73k mà chất lượng như này thì quá là oke. Giày đẹp 10 điểm ko có nhưng.,1,-1,1,1,-1,-1,-1,-1
Giày đẹppppp nhaaaaa giao hàng nhanh đóng gói ổn đặt hộ thôi!,-1,1,1,-1,-1,1,-1,-1
Mua lần 2 r nên cx thấy bth Đẹp ok Nên mua nha  chất lương cao,-1,-1,1,1,-1,-1,-1,-1
"Tôi đã nhận được hàng, đúng như hình ảnh đã chốt, tôi đồng ý nhận hàng.",-1,-1,1,-1,-1,-1,-1,-1
Giày đẹp đẹp đẹp mua hai đôi mụt đôi hơi chật xíu shop dui dẻ đổi size lun nè mang siu nhẹ đi tập okeeee nên mua lớn hơn 1 sz nha,-1,-1,1,-1,2,1,-1,-1
Hàng đẹp nhưng đúng cỡ chân của mik đi lại hơi rộng lúc nhận hàng có vài chỗ bị dơ bung chỉ vài chỗ,-1,-1,2,-1,0,-1,-1,-1
Giày tạm được  Chất lượng phù hợp với giá tiền  Hành quốc tế nên khá lâu mới nhận được hàng,-1,0,-1,2,-1,-1,2,-1
"Hàng chất lượng lắm ạ, đế có màu xám nhẹ, hơi dơ nhẹ phần dây, nhìn kĩ mới thấy. Nên mua nha mn! Hình ảnh ko liên quan nha=)?",-1,-1,2,1,-1,-1,-1,-1
So với giá thành thì mình cảm thấy nó kh xứng và mình cx kh đồng ý với cách gói hàng của shop đến tay mình giầy đã bị bóp méo hơn nữa là đế giầy rất mỏng đi dx đỗ một thời gian sẽ bị bong keo nếu mua mọi người nên cân nhắc,-1,-1,-1,0,-1,0,0,-1
"@Mén: Xin bạn hãy bao dung, rộng lượng mở lòng đón nhận lời xin lỗi chân thành này từ tôi. Tôi biết bản thân mình đã sai, tôi khẩn thiết mong cầu sự tha thứ",-1,-1,-1,-1,-1,-1,-1,2
"Với giá này thì quá oke rồii,giày đi êm mỗi tội hơi móp xíu",-1,-1,-1,1,-1,-1,-1,-1
"Shop giao đúng hẹn. Gói hàng kĩ. Lần đầu mua ở shop mà chất lượng đã ok, sẽ qay lai lần sau. Cho shop 5 sao. Chúc shop mua may bán đắt. Hình ảnh mang tính minh họa!",-1,2,-1,2,-1,1,-1,-1
"Hình ảnh, video mang tính chất minh hoạ, giao nhanh, bọc hàng cẩn thận, dùng thấy oke",-1,1,-1,-1,-1,1,2,-1
"giày xinh, hơi bị đứng from một chút, các b nên chọn to hơn 1 size để đi k bị đau chân nhé, giày lúc mình lấy thì có vài vết ố vàng nhưng mà không sao cả",-1,-1,1,-1,-1,-1,-1,-1
"Hình ảnh chỉ mang tính chất minh họa. Sản phẩm chất lượng đẹp, đặt đúng size nhưng nữ chắc hơi rộng 1 tí còn nam thì vừa. Sẽ tiếp tục ủng hộ.",-1,-1,1,1,0,-1,-1,-1
"Sản phẩm rất đẹp, chu đáo tuy chờ hơi lâu nhưng đáng để thử và sử dụng mọi người mại zô mại xô",-1,0,1,-1,-1,-1,-1,-1
"Sản phẩm tốt, giao hàng nhanh, gói hàng cẩn thận Sẽ tiếp tục ủng hộ shop",-1,1,-1,-1,-1,1,1,-1
Hơi cứng lúc đầu nha khoing biết đi một thời gian có mềm ra không,-1,-1,-1,0,-1,-1,-1,-1
Lần đầu mua của shop nếu dùng tốt thì lần sau sẽ mua ủng hộ tiếp tục. Hình ảnh mang tính chất nhận xu giao hàng mình thấy cũng nhanh,-1,1,-1,-1,-1,-1,-1,-1
"Tưởng đôi giày mang ko vừa nhưng nó rộng k tưởng    , i chang mẫu nheee, hàng đẹo có điều cao rồi mà độn cao hơn nữa^^, giao cx nhanh ó",-1,-1,1,-1,0,1,-1,-1
Nên mua nha mn . Nếu sợ mang không vừa thì mang thêm vớ nhá,-1,-1,-1,-1,-1,-1,1,-1
Hình ảnh video mang tc lấy xu  Giày đẹp giá rẻ nên mua nhé mn nha  Thaks shop,1,-1,1,-1,-1,-1,-1,-1
"Giày cũng đc, hơi cứng, đế giày bong miếng dán giả đệm hơi, thôi thì tiền nào của nấy.",-1,-1,-1,-1,-1,-1,2,-1
Sản phẩm đẹp..giao hàng nhanh.. shipper dễ thương,-1,1,1,-1,-1,-1,-1,-1
"Xịn nha, đế cao, chắc chắn, có mút bên trog nên khi giao hàng ko bị mất form❤đặt đúng size là vừa chân nha mn❤",-1,-1,-1,1,-1,-1,-1,-1
"Giày hơi nhiều chỉ thừa chút, đế giày mình nghĩ sẽ cao đc 5p nhưng mà đế thấp ạ.",-1,-1,-1,2,-1,-1,-1,-1
Quá nhỏ giày thì móp méo không nên mua nha mn,-1,-1,0,-1,0,-1,-1,-1
"Giao hàng nhanh, giày này nhỏ hơn sz btg mn cân nhắc nhé ạ oke lắm đáng mua",-1,1,-1,-1,0,-1,-1,-1
Giày đẹp cũng hợp với giá tiền giao hàng nhanh nói chung ai thích rẽ mà đẹp thì nên chọn,1,1,1,-1,-1,-1,-1,-1
Hơi thất vọng 1tí vì mở ra thì có cút vết sơn đỏ ở mũi giày ship hàng nhanh đóng gói cẩn thận,-1,1,0,-1,-1,1,-1,-1
Giày ok nha mỗi tội đi lần đầu hơi đau đầu ngón chân cái tí,-1,-1,-1,0,-1,-1,2,-1
giày đẹp mỗi tội mình đặt đúng size thì nó hơi chật,-1,-1,1,-1,0,-1,-1,-1
"Giầy xinh lắm mọi người ơi, rẻ nhưng đẹp, chất lượng tốt khỏi cãi. Nên mua nhé",1,-1,1,1,-1,-1,-1,-1
Sản phẩm đẹp giao hàng nhanh . Tất cả đều oke . 5⭐️,-1,1,1,-1,-1,-1,2,-1
"giày đẹp, mn nên lùi 1 size nhé, giao nhanh. from cứng đẹp. &lt;3333",-1,1,1,-1,-1,-1,-1,-1
"Size 39 nhỏ quá mng nên tăng size Nha, vs giá này ổn đi đau chân nha",-1,-1,-1,0,0,-1,-1,-1
Guiiigffjllkuhcgjoutfdhjigdvju,-1,-1,-1,-1,-1,-1,-1,2
Rất ưng rất đúng sản phẩm,-1,-1,-1,-1,-1,-1,1,-1
"Giao hàng nhanh, giầy mềm đi êm chân mọi người nên mua nhé giá hợp lí",2,1,-1,1,-1,-1,-1,-1
giày đưpj chuẩn hợp lý giá tiền okokokokok,2,-1,-1,-1,-1,-1,-1,-1
huhu k có hộp đựng vậy ạ 🥹 giày để bọc ☺️,-1,-1,-1,-1,-1,0,-1,-1
Hàng về cute lâm tr !!! Lúc mang lên cx cute nx . Rất hợp vs mấy bn cute ✨,-1,-1,1,-1,-1,-1,-1,-1
Úiiii thề luôn. Giày đẹp vãi ạ. Cứng cáp. Đáng tiền thật luôn í. Giày 1000 đỉm,-1,-1,1,1,-1,-1,-1,-1
giáo hàng nhanh đúng với mô tả 👍,-1,1,-1,-1,-1,-1,1,-1
Dây dày hơi ngắn,-1,-1,2,-1,-1,-1,2,-1
Shop tư vấn rất nhiệt tình lun giày đẹp nữa 5 sao,-1,-1,1,-1,-1,1,-1,-1
sản phẩm chất lượng lắm ạ..giao hàng hơi muộn nhưng không sao,-1,1,-1,1,-1,-1,-1,-1
sản phẩm chất lượng tốt giày đẹp sản phẩm được đóng gói cẩn thận,-1,-1,1,1,-1,1,-1,-1
"giày siêu đẹp nha, shop đóng gói rất chỉnh chu, giày còn có sốp  để chống gãy fom giày .nên mua nha các nàng",-1,-1,1,-1,-1,1,-1,-1
sản phẩm rất tốt tôi rất thích thời gian giao hàng nhanh chóng,-1,1,-1,-1,-1,-1,1,-1
"Giày giống mẫu, có điều hơi bé xíu Tuy nhiên dây dày lỏng bị tước ra hết ạ, giày dơ và nhiều chỉ thừa ạ",-1,-1,0,0,-1,-1,-1,-1
Giày siêu đẹp luôn lên form tốt miễn chê đi rất êm nữa,-1,-1,1,1,-1,-1,-1,-1
Mình mang sz 39 chụp ảnh 1 lần pas150k mua ib zalo 0338423819,-1,-1,-1,-1,-1,-1,-1,2
Em nghĩ nên thắt sẵn dây giày cho khách ạ tại có nhiều người mua về mang liền kh có thgian thắt mong shop khắc phục,-1,-1,-1,-1,-1,0,-1,-1
"Đẹp tuyệt vời ưng lắm lun ý , không chê vào đâu được, video chỉ mang tính nhận xu",-1,-1,1,-1,-1,-1,-1,-1
"Giao hàng khá nhanh. Giày chắc chắn, form đẹp, nhưng điểm trừ là bị dính keo đen đen với bị mờ chữ in như hình mình chụp.",-1,2,1,0,-1,-1,-1,-1
"Shop chuẩn bị hàng nhanh, mìny đặt size 39 mà hình như shop giao mình size 40 tại do mình coi ở  phần đáy giày. Giày ko bị mất form và ko có chỉ thừa, đi êm chân, đế cao 4-5cm",-1,-1,-1,1,-1,-1,-1,-1
"Hàng chờ lâu mới nhận được, bình thường đi 38, nay đặt 38 đi hơi kích chân, chắc 39 thì vừa, đi êm chân màu đúng mô tả.😂🥰🤗😊😀😁",-1,0,-1,1,-1,-1,-1,-1
Đẹp nha mấy ní. Mang rất thoải mái. Hình ảnh và video chỉ mang tính chất nhận xu.,-1,-1,1,1,-1,-1,-1,-1
Giao hàng cũng bình thường  nhận hg đúng giày nhìn cũnh đk chưa đi thử chưa biết,-1,2,-1,-1,-1,2,-1,-1
Shop để giấy giữ form giày rất ổn nhưng mình hơi thất vọng một chút về việc hàng của mình bị lỗi  Mong shop sẽ xem video và hình ảnh để khắc phục  Thời gian giao hàng nhanh,-1,1,-1,-1,-1,2,-1,-1
Hàng giá rẻ phù hợp với túi tiền. Mua không tiếc,1,-1,-1,-1,-1,-1,-1,-1
Ảnhvmang tính chất lấy xu. Shop giao hàng nhanh. Đvvc lâu. Cảm ơn shop,-1,0,-1,-1,-1,1,-1,-1
"Tiền nào của đó, nói chung sài tạm thôi.",-1,-1,-1,-1,-1,-1,2,-1
Không đẹp nha mn đừng ham rẻ mà mua nha mình thất vọng một chút,1,-1,0,-1,-1,-1,-1,-1
"Giao hàng nhanh,giày đẹp,shipo thân thiện.nói  chung là mn nên mua nha",-1,1,1,-1,-1,-1,-1,-1
đẹp vừa size sẽ ủng hộ lần sau,-1,-1,1,-1,1,-1,-1,-1
"Ổn, mong là mang được 6 tháng, sẽ tiếp tục ủng hộ shop",-1,-1,-1,-1,-1,-1,2,-1
Quá xuất sắc,-1,-1,-1,-1,-1,-1,1,-1
Giày xinh..ok Mang êm chân.ship nhanh...sẽ ủng hộ dai dai..,-1,1,1,1,-1,-1,-1,-1
Giày đẹp lắm xịn xò cực shop nhiệt tình Sẽ ủng hộ tiếp,-1,-1,1,1,-1,-1,-1,-1
Shop giao đúng ngày dư đã dự kiến và size số cũng đúng vừa chân,-1,2,-1,-1,1,-1,-1,-1
"K ngờ mua đôi giày rẻ mà lại chất lượng như vẬy. Đi êm chân, nhẹ như không đi. Đi thích lắm ạ. Cả nhà nên mua nhé",1,-1,-1,1,-1,-1,-1,-1
Đặt giùm mà thấy hàng ok lắm nha tầm giá z quá đẹp rồi.có dịp sẽ ủng hộ shop thêm.,-1,-1,1,-1,-1,-1,1,-1
Giày kh có hộp nên giày bị móp.Còn lại thì chấp nhận đc,-1,-1,-1,-1,-1,0,2,-1
"T có váy của Souris By G mua 300K size S mặc 1l pass 120K siu sang lun ạ, ib t gửi ảnh thật nhoo",-1,-1,-1,-1,-1,-1,-1,2
êm quá trời,-1,-1,-1,1,-1,-1,-1,-1
Với giá này thì tui không chê dc luôn á quá xịn,-1,-1,-1,-1,-1,-1,1,-1
"Sản phẩm như mô tả, đóng gói cận thận, giao hàng nhanh, hình ảnh và vid chỉ để nhận xu thuiuiuu",-1,1,1,-1,-1,1,-1,-1
"Giày đẹp đi êm, có thêm quà tặng . Giá hợp lý. Tặng shop 5 sao.",2,-1,1,1,-1,-1,-1,-1
"Do chân tôi dài mang 43 còn hơi cấn mấy đầu ngón chân, nhưng mang vẫn ok nha!",-1,-1,-1,-1,0,-1,1,-1
K ngờ giá rẻ mà chất lượng tốt v,1,-1,-1,1,-1,-1,-1,-1
"Mng nên muaa lớn hơn 1 size nhee mang sẽ cảm giác thoải mái hơn nhiều á, giày kiểu ôm 2 bên hông. Mang êm chân nữa. Tui sz39-40 mà mang đôi này phải 41 mới thoải mái đó!!!!",-1,-1,-1,1,2,-1,-1,-1
Giày đẹp lắm ạ. Hợp với giá tiền. Miễn chê luôn,2,-1,1,-1,-1,-1,-1,-1
Giày êm lắm màu rất đẹp Shop gói hàng cẩn thận ship nhanh,-1,1,1,1,-1,1,-1,-1
"Giao hành nhanh, sản phẩm oke, đi êm chân, giày nhẹ không bị nặng",-1,1,-1,1,-1,-1,2,-1
Đang với số tiền bỏ ra,-1,-1,-1,-1,-1,-1,1,-1
"Giầy đẹp nha, đế cao,giầy khá là nặng 1 chiếc cân gần 0,5kg, rẻ mà còn đẹp rất đáng tiền mua luôn",-1,-1,1,0,-1,-1,-1,-1
đẹp chuẩn đúng mẫu màu chuẩn giao hàng hơi lâu nhưngmaftamon,-1,0,1,-1,-1,-1,-1,-1
Giày okla lắm nha mn mặc dù chỗ chọt dây vào hơi ẩu nhma với giá này thì cũng khong đòi hỏi gì nhìu.mình mang được 1 tuần và khá êm nhaa mn nên mua&gt;&lt; ( hình ảnh mang tc nhận xu),-1,-1,0,1,-1,-1,1,-1
"Giày đẹp mà đi nhẹ lắm mọi người ơi đáng tiền mua lắm, mà giày đi lên chân sang from đẹp, nói chung là ok la giá tiền vừa túi.khong nói gì thêm10 điểm về chỗ",-1,-1,1,1,-1,-1,-1,-1
"giày xinhh, dây giày có vết bẩn nma ít thôi, giao hàng nhanh!",-1,1,1,-1,-1,-1,-1,-1
Giày nên mua dư 1 size nhà mọi người  Giày đẹp và giao hàng nhanh lắm ạ,-1,1,1,-1,0,-1,-1,-1
Đúng vs mô tả. Tuyệt lun,-1,-1,1,-1,-1,-1,-1,-1
Hình ảnh mang tính chất minh hoạ  Giày xjnh lắm ạ phom cứng nha cx phù hợp vs giá tièn,-1,-1,1,-1,-1,-1,-1,-1
"Shop giao hàng nhanh đóng hàng cẩn thận. Giày nữ có chỗ hơi tuột chỉ nh k sao. Ck mk đi giày 42 nh đặt size 42 hơi kích đầu ngón chân, đi nhiều sẽ đau chân",-1,-1,1,-1,2,1,-1,-1
"tiền nào của đấy ,giày còn nhiều lỗi ,bị lem vết đỏ ,nói chung tạm :(",-1,-1,0,0,-1,-1,2,-1
Giày như ảnh. Mang khá êm chân. Nói chung với mức giá này là quá ok ạ.,-1,-1,1,1,-1,-1,-1,-1
Hàng đẹp nka,-1,-1,1,-1,-1,-1,-1,-1
giá rẻ nên vải ko xịn mua về xài mau hư nhưng giá rẻ mà giày đẹo thì chịu nha,1,-1,1,0,-1,-1,-1,-1
Sp rất kê ô nhaa,-1,-1,-1,-1,-1,-1,1,-1
"Giày đẹp lắm mang được 2 kiểu luôn,quá ưng ý với đôi giày 61k. Video chỉ mang tính chất nhận xu",1,-1,1,-1,-1,-1,-1,-1
Hình ảnh chỉ mang tính chất nhận xu ạaaa cũng oke đẹp mang không bị đau chân đã lắm êm chân,-1,-1,1,1,-1,-1,-1,-1
"Giày màu vàng ố, không trắng sáng như hình. Chất lượng thì ổn 🍀🍀🍀🍀🍀",-1,-1,0,2,-1,-1,-1,-1
"Giày khá là phù hợp so với giá tiền, giao hàng đúng đủ",-1,1,-1,-1,-1,-1,2,-1
Đẹp đúng mô tả sp thiết kế tinh xảo với số tiền sv mà sp okela v nên rất hài lòng kh đòi hỏi dì thêm ạ,-1,-1,1,-1,-1,-1,1,-1
Mọi người nên mua nha. Giày đẹp lắm. Hình ảnh và video chỉ mang tính chất nhận xu,-1,-1,1,-1,-1,-1,-1,-1
"Má ơi giày xinh xỉu í, dáng đẹp không mất form đâu nha, nói chung là ưng lắm luôn, giao hàng cũng nhanh nữa.",-1,1,1,-1,-1,-1,-1,-1
"Giày đẹp, nhẹ, bền. Giá phải chăng phù hợp với các bạn học sinh, sinh viên. Có thể làm giày đôi, giày nhóm. Thích hợp đi chơi, du lịch, chạy bộ, gym, đi học, đi làm... ✔️ Dễ phối đồ, có thể kết hợp với váy, jeans, sooc…. Phù hợp với mọi thời tiết từ đông sang hè.  ✔️ Chất liệu: Da cao cấp mềm mại, k",1,-1,1,1,-1,-1,-1,-1
Tuỵt zời xinh lắm luôn mình săn đc 96k vs 1 đôi như vầy thực sự rất đáng tiền đẹp cực,1,-1,1,1,-1,-1,-1,-1
"Hàng giao nhanh, giày đẹp hình ảnh chỉ để nhận xu thôi nha mọi ng",-1,1,1,-1,-1,-1,-1,-1
Giầy đẹp .giá rẻ .hài lòng với sản phẩm,1,-1,1,-1,-1,-1,1,-1
"Hàng giao nhanh lắm ạ, đóng gói khá cẩn thận,hàng giống với hình",-1,1,-1,-1,-1,2,-1,-1
Hàng vậy giá vậy thì qua ok r đẹp sau se. Uho shop tiếp mn nên mua nha có hộp đngf hoàng thích lắm,-1,-1,1,-1,-1,1,2,-1
Hàng chất lương nhưng miếng lót giày hơi mỏng lúc mình đi vào nó bị tuật luôn nhưng mà cx đc ạ,-1,-1,-1,2,-1,-1,-1,-1
Rất đẹp 10₫ ( hơi rộng ) nhưng ko sao,-1,-1,1,-1,0,-1,-1,-1
"Giày đúng prom , shop bán nhiệt tình , ship thân thiện nên lùi 1 size",-1,-1,1,-1,-1,1,-1,-1
Giày đẹp đúng như mô tả shop tư vấn nhiệt tình giao hàng nhanh nói chung không có gì để chê mọi người nên ủng hộ shop ạ,-1,1,1,-1,-1,1,-1,-1
"Hàng bị lỗi có liên hệ cho shop được đổi đôi khác nhưng mà hơi rắc rối, khi đổi lại sang đôi khác thì phần mũi giày dính rất nhiều keo, và đế giày không phải màu trắng",-1,-1,-1,-1,-1,2,-1,-1
"Sản phẩm tốt, đẹp, đúng với mô tả, giao hàng nhanh",-1,1,1,-1,-1,-1,1,-1
"hình ảnh và video không liên quan, giầy đẹp vừa giá giao hàng rất lâu",-1,0,1,-1,-1,-1,-1,-1
cảm thấy rất ưng nha,-1,-1,-1,-1,-1,-1,1,-1
Với giá như vậy là ok ...y hình  chất liệu ok ...,1,-1,1,1,-1,-1,-1,-1
"Mua cho em trai, đi vừa chân, gọn, nhẹ, giày vải dễ giặt, có giảm giá khá ưng",-1,-1,-1,1,1,1,-1,-1
Đẹp đi êm nhẹ nhưng size 37 rộng quá đi như size 39 vậy ý  .,-1,-1,1,1,0,-1,-1,-1
Hàng đúng mô tả. Đẹp. Chân mình to  nên chật.,-1,-1,1,-1,-1,-1,-1,-1
"Giao hàng nhanh, sản phẩm chất lượng, shipper thân thiện môi trường",-1,1,-1,1,-1,-1,-1,-1
Sản phẩm ok đi hok bị đau chân. đặt đúng sai mà Có điều phom hơi rộng. Hình ảnh và video chỉ mang tính chất nhận xu,-1,-1,0,-1,1,-1,1,-1
"Lịch thi đấu bóng chuyền VĐQG 2023) - Các đội mạnh nhất đã giành vé vào vòng chung kết, sau đây là lịch thi đấu chi tiết diễn ra từ ngày 16/11 đến ngày 19/11/2023.",-1,-1,-1,-1,-1,-1,-1,2
"Giày cầm nặng tay, đã lắm nha. Nói chung form giày rất đẹp nè. Nhưng mà miếng lót thì hơi cứng chút. Mn muốn ko đau chân thì mua miếng lót cao su, tốt tốt chút thay thế. Mình sợ a nhà đau chân nên mua thêm miếng lót ngoài nữa mang êm lắm nè. Shop giao hàng cũng nhanh. Cho shop 5 sao",-1,1,1,2,-1,-1,-1,-1
"Giày ổn lắm mn ạ, shop còn nhiệt tình nữa . Hưm form đẹp, mã cũng đẹp với giả hạt dẻ như này quá là okela luôn",1,-1,1,-1,-1,1,1,-1
"Giày đẹp, shop nhiệt tình Giao hàng nhanh  Hình ảnh và video mang tính chất nhận xu",-1,1,1,-1,-1,1,-1,-1
"Giày đi êm chân, giá rẻ. Nên mua nha. Giao hàng nhanh chóng, rất hài lòng",1,1,-1,1,-1,-1,-1,-1
Hàng đẹp đúng mẫu do ở nước ngoài nên vận chuyển hơi lâu quá tuyệt vời luôn nhé,-1,0,1,-1,-1,-1,-1,-1
Giày đẹp siêu đẹp  Giao hàng nhanh nên mua shop tư vấn nhiệt tình 👟😁☺️🙂😃😅😃🤜🏻✌️😄🙃☺️🤣😓😋🤮😵😆😉🙃🤑👟👟👟👟👟👟👟,-1,1,1,-1,-1,1,-1,-1
